Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
glass-carafe-set,Glass Carafe Set,<p>Elegant borosilicate glass carafe with matching tumblers. Heat-resistant and dishwasher safe. 1L carafe + 4 tumblers.</p>,Crystal Clear,Drinkware,"kitchen, drinkware, glass, entertaining",TRUE,Title,Default Title,,,,,CC-CAR-001,900,,15,deny,manual,52.00,65.00,TRUE,TRUE,,https://images.unsplash.com/photo-1513558161293-cdaf765ed2fd?w=800,1,Glass carafe set with tumblers,FALSE,,,,,,,new,,,,,,,,g,,14.00,active
marble-coaster-set,Marble Coaster Set,<p>Set of 4 natural marble coasters with cork backing. Each piece features unique veining patterns. 10cm diameter.</p>,Stone & Co,Coasters,"home, coasters, marble, accessories",TRUE,Color,White Marble,,,,,SC-CST-001,400,,25,deny,manual,32.00,,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800,1,White marble coaster set,FALSE,,,,,,,new,,,,,,,,g,,8.00,active
marble-coaster-set,,,,,,,,Black Marble,,,,,SC-CST-002,400,,20,deny,manual,32.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,8.00,active
essential-oil-diffuser,Essential Oil Diffuser,<p>Ultrasonic aromatherapy diffuser with ambient LED lighting. 300ml capacity with up to 10 hours run time.</p>,Wellness Home,Diffusers,"home, wellness, aromatherapy, bedroom",TRUE,Color,White,,,,,WH-DIF-001,320,,30,deny,manual,44.00,55.00,TRUE,TRUE,,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800,1,White essential oil diffuser,FALSE,,,,,,,new,,,,,,,,g,,11.00,active
essential-oil-diffuser,,,,,,,,Wood Grain,,,,,WH-DIF-002,320,,25,deny,manual,44.00,55.00,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,11.00,active
linen-napkin-set,Linen Napkin Set,<p>Set of 4 stonewashed linen napkins. Elegant and sustainable alternative to paper napkins. 45cm x 45cm each.</p>,Maison Textile,Table Linens,"kitchen, dining, linen, sustainable",TRUE,Color,Natural,,,,,MT-NAP-001,200,,20,deny,manual,36.00,45.00,TRUE,TRUE,,https://images.unsplash.com/photo-1507048331197-7d4ac70811cf?w=800,1,Natural linen napkins,FALSE,,,,,,,new,,,,,,,,g,,9.00,active
linen-napkin-set,,,,,,,,Slate Grey,,,,,MT-NAP-002,200,,18,deny,manual,36.00,45.00,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,9.00,active
pendant-light-shade,Pendant Light Shade,<p>Woven rattan pendant light shade. Creates beautiful dappled light patterns. E27 socket compatible.</p>,Lumina Home,Lighting,"home, lighting, rattan, boho",TRUE,Size,Medium 40cm,,,,,LH-PND-001,350,,12,deny,manual,68.00,85.00,TRUE,TRUE,,https://images.unsplash.com/photo-1524484485831-a92ffc0de03f?w=800,1,Woven rattan pendant lamp shade,FALSE,,,,,,,new,,,,,,,,g,,17.00,active
pendant-light-shade,,,,,,,,Large 55cm,,,,,LH-PND-002,500,,8,deny,manual,88.00,110.00,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,22.00,active
cotton-bath-towel,Cotton Bath Towel,<p>Plush organic cotton bath towel with ribbed texture. Highly absorbent and quick-drying. 70cm x 140cm at 600 GSM.</p>,Pure Cotton,Towels,"bathroom, towels, organic, essentials",TRUE,Color,White,,,,,PC-TWL-001,600,,40,deny,manual,38.00,48.00,TRUE,TRUE,,https://images.unsplash.com/photo-1616046229478-9901c5536a45?w=800,1,Stack of white cotton bath towels,FALSE,,,,,,,new,,,,,,,,g,,9.50,active
cotton-bath-towel,,,,,,,,Grey,,,,,PC-TWL-002,600,,35,deny,manual,38.00,48.00,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,9.50,active
cotton-bath-towel,,,,,,,,Sage,,,,,PC-TWL-003,600,,30,deny,manual,38.00,48.00,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,9.50,active
decorative-tray,Decorative Tray,<p>Lacquered bamboo tray with raised edges. Perfect for organizing accessories or serving drinks. 35cm x 25cm.</p>,Natural Living,Trays,"home, organization, decor, accessories",TRUE,Color,Black,,,,,NL-TRY-001,280,,22,deny,manual,29.00,,TRUE,TRUE,,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=800,1,Black lacquered bamboo tray,FALSE,,,,,,,new,,,,,,,,g,,7.00,active
decorative-tray,,,,,,,,Natural,,,,,NL-TRY-002,280,,18,deny,manual,29.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,7.00,active
wool-area-rug,Wool Area Rug,<p>Hand-tufted wool area rug with geometric pattern. Adds warmth and texture to any room. 100% New Zealand wool.</p>,Artisan Rugs,Rugs,"home, rugs, wool, living room",TRUE,Size,120x180cm,,,,,AR-RUG-001,4500,,8,deny,manual,195.00,245.00,TRUE,TRUE,,https://images.unsplash.com/photo-1600166898405-da9535204843?w=800,1,Geometric wool area rug,FALSE,,,,,,,new,,,,,,,,g,,55.00,active
wool-area-rug,,,,,,,,160x230cm,,,,,AR-RUG-002,6500,,6,deny,manual,295.00,370.00,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,80.00,active
wool-area-rug,,,,,,,,200x290cm,,,,,AR-RUG-003,9000,,4,deny,manual,425.00,530.00,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,110.00,active
ceramic-soap-dispenser,Ceramic Soap Dispenser,<p>Minimalist ceramic soap dispenser with bamboo pump. Refillable design reduces plastic waste. 400ml capacity.</p>,Pure Cotton,Bathroom Accessories,"bathroom, accessories, sustainable, minimalist",TRUE,Color,White,,,,,PC-SDP-001,350,,30,deny,manual,22.00,,TRUE,TRUE,,https://images.unsplash.com/photo-1620626011761-996317b8d101?w=800,1,White ceramic soap dispenser,FALSE,,,,,,,new,,,,,,,,g,,5.50,active
ceramic-soap-dispenser,,,,,,,,Grey,,,,,PC-SDP-002,350,,25,deny,manual,22.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,5.50,active
framed-art-print,Framed Art Print,<p>Gallery-quality giclée print in solid oak frame. Abstract botanical design on archival paper. Ready to hang.</p>,Gallery Wall,Art Prints,"home, art, wall decor, botanical",TRUE,Size,30x40cm,,,,,GW-ART-001,800,,15,deny,manual,58.00,,TRUE,TRUE,,https://images.unsplash.com/photo-1513519245088-0e12902e35ca?w=800,1,Framed botanical art print,FALSE,,,,,,,new,,,,,,,,g,,14.50,active
framed-art-print,,,,,,,,50x70cm,,,,,GW-ART-002,1400,,10,deny,manual,85.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,20.00,active
plant-pot-set,Plant Pot Set,<p>Set of 3 speckled ceramic plant pots with drainage holes and saucers. Modern organic shape.</p>,Green Living,Planters,"home, plants, ceramic, indoor garden",TRUE,Title,Default Title,,,,,GL-POT-001,1100,,14,deny,manual,54.00,68.00,TRUE,TRUE,,https://images.unsplash.com/photo-1485955900006-10f4d324d411?w=800,1,Set of three speckled ceramic plant pots,FALSE,,,,,,,new,,,,,,,,g,,15.00,active
